chunk_id,chunk_text,head,head_type,relation,relation_url,tail,tail_type,confidence,jsonld
126,满，久欲另投明主，遂趁此机会自告奋勇出使许都，明为刘璋游说曹操，使之兵伐张鲁，实则想趁此实现其夙愿。谁知曹操嫌他貌陋高傲，口出狂言，不予理睬。虽经主簿杨修的再三推荐，但最后张松终因言语冒犯了曹操，被其乱棍打出。张松欲投曹操被冷落，无精打采地看着自己精心绘制准备献与曹操的西川地形图，踏上回西川之路。张松出使许都之初，就一直被久欲取西川为立足之地的诸葛亮、庞统密切关注着。张松行至岔路口，想自己行前曾在刘璋面前夸下海口必能说动曹操，以绝张鲁犯川之患。如今空手而回，岂不被蜀中人耻笑？久闻荆州刘玄德颇有仁义之名，不如绕路看看他们那里如何？消息传到荆州之后，孔明先派赵云率队前往大路迎候张松，进奉酒食；,孔明,Text,君主,,张松,历史人物,0.9327,{}
131,理，云乘小舟赶上，跳上大船，问孙夫人：“欲往何处，为何不告知军师？”孙夫人以母病危为由，来不及禀报。云要孙夫人留下阿斗，孙夫人不允，云乃夺过阿斗，他欲上岸，苦无帮手，想动武又恐失礼，进退不得。孙夫人喝令侍婢夺过阿斗，赵云一手抱幼主，一手持剑，众人不敢上前。周善放船下水，船顺水而流，赵云无法上岸，正在危急之中忽听鼓声，见江边芦苇荡中闪出船只。云以为中了东吴之计，只见船头一员大将手持长矛高声呼喊：“嫂嫂留下侄儿！”原来是张飞巡哨，得知消息率船队堵截大船。他杀死周善。孙夫人威胁张飞：“你若不放我回去，我情愿投江而死。,孙夫人,人物,对手,,东,Text,0.5451,{}
132,来是张飞巡哨，得知消息率船队堵截大船。他杀死周善。孙夫人威胁张飞：“你若不放我回去，我情愿投江而死。”张飞和赵云无奈，只好放孙夫人归吴，抱着阿斗返回荆州，此时，诸葛亮已引大队船只在江边迎接。第五十集：凤雏落坡建安十七年（公元212年），刘备率大军入西川，驻守葭萌关。他一面安抚民心，一面致书刘璋，假称曹操进攻孙权，孙权求救，自己要带兵回荆州援助，要求刘璋借军粮十万斛、兵马三、四万。刘璋在黄权等人劝阻下，回书表示只能借粮一万斛和两三千老弱病卒。刘备见信大怒，他取庞统之策，先夺涪城。涪城乃通往成都之咽喉，又是去荆州必经之路，现由刘璋部下杨怀、高沛二将把守。,备,历史人物,对手,,刘璋,历史人物,0.6254,{}
133,，他取庞统之策，先夺涪城。涪城乃通往成都之咽喉，又是去荆州必经之路，现由刘璋部下杨怀、高沛二将把守。刘备先派人送书信，佯称要回荆州，路经其地，约二人出关相送，想乘机杀之，夺下涪城，再克雒城，后取成都。张松献图回川后，忽闻刘备要回荆州，他信以为真，急致书刘备，要他“速发兵入川取益州，松为内应”。不料此信被其兄张肃拾到，张肃怕受牵连，将信呈报刘璋。刘璋将张松全家斩首，并下令各处关隘增兵添将，严加防范，不许放荆州一人一骑入关，并派大将张任拒守雒城。军师庞统设计将涪关守将杨怀、高沛杀死，夺了涪城，准备进取雒城。出发前，诸葛亮从荆州特派马良送书信给刘备，提醒刘备和庞统：“切宜谨慎，不可轻率进兵。,刘璋,人物,君主,,张松,人物,0.9788,{}
133,，他取庞统之策，先夺涪城。涪城乃通往成都之咽喉，又是去荆州必经之路，现由刘璋部下杨怀、高沛二将把守。刘备先派人送书信，佯称要回荆州，路经其地，约二人出关相送，想乘机杀之，夺下涪城，再克雒城，后取成都。张松献图回川后，忽闻刘备要回荆州，他信以为真，急致书刘备，要他“速发兵入川取益州，松为内应”。不料此信被其兄张肃拾到，张肃怕受牵连，将信呈报刘璋。刘璋将张松全家斩首，并下令各处关隘增兵添将，严加防范，不许放荆州一人一骑入关，并派大将张任拒守雒城。军师庞统设计将涪关守将杨怀、高沛杀死，夺了涪城，准备进取雒城。出发前，诸葛亮从荆州特派马良送书信给刘备，提醒刘备和庞统：“切宜谨慎，不可轻率进兵。,刘璋,人物,君主,,刘备,人物,0.9783,{}
133,，他取庞统之策，先夺涪城。涪城乃通往成都之咽喉，又是去荆州必经之路，现由刘璋部下杨怀、高沛二将把守。刘备先派人送书信，佯称要回荆州，路经其地，约二人出关相送，想乘机杀之，夺下涪城，再克雒城，后取成都。张松献图回川后，忽闻刘备要回荆州，他信以为真，急致书刘备，要他“速发兵入川取益州，松为内应”。不料此信被其兄张肃拾到，张肃怕受牵连，将信呈报刘璋。刘璋将张松全家斩首，并下令各处关隘增兵添将，严加防范，不许放荆州一人一骑入关，并派大将张任拒守雒城。军师庞统设计将涪关守将杨怀、高沛杀死，夺了涪城，准备进取雒城。出发前，诸葛亮从荆州特派马良送书信给刘备，提醒刘备和庞统：“切宜谨慎，不可轻率进兵。,张松,人物,君主,,刘备,人物,0.9779,{}
139,雌雄！”张飞立即换了坐骑，冲出阵来，叫道：“莫非还怕汝不成？点火把。马超，今日我捉汝不得，誓不回关。”马超道：“张翼德，今日我杀汝不得，誓不回营。”两军点起千百火把，二将各振威风。刘备喜超之勇，亲自下城解斗，二人方才各自回阵。刘备有意收下马超这员虎将，他用诸葛亮之计，派孙乾带金帛与张鲁手下谋士杨松结交，再进书张鲁，使张鲁下令马超撤兵，又派李恢说降马超。刘备终于收了马超，进而逼近成都，刘璋被迫开城投降。刘备将刘璋安置在公安，自领益州牧，为三分天下之一的蜀国奠定了基础。第五十三集：单刀赴会刘备得了西川，孙权欲索还荆州，按张昭之计，将诸葛瑾老小虚监在府，同时修书命诸葛瑾去西川向刘备讨还荆州。,翼德,Text,君主,,刘,历史人物,0.7016,{}
139,雌雄！”张飞立即换了坐骑，冲出阵来，叫道：“莫非还怕汝不成？点火把。马超，今日我捉汝不得，誓不回关。”马超道：“张翼德，今日我杀汝不得，誓不回营。”两军点起千百火把，二将各振威风。刘备喜超之勇，亲自下城解斗，二人方才各自回阵。刘备有意收下马超这员虎将，他用诸葛亮之计，派孙乾带金帛与张鲁手下谋士杨松结交，再进书张鲁，使张鲁下令马超撤兵，又派李恢说降马超。刘备终于收了马超，进而逼近成都，刘璋被迫开城投降。刘备将刘璋安置在公安，自领益州牧，为三分天下之一的蜀国奠定了基础。第五十三集：单刀赴会刘备得了西川，孙权欲索还荆州，按张昭之计，将诸葛瑾老小虚监在府，同时修书命诸葛瑾去西川向刘备讨还荆州。,翼德,Text,君主,,蜀,Text,0.6792,{}
139,雌雄！”张飞立即换了坐骑，冲出阵来，叫道：“莫非还怕汝不成？点火把。马超，今日我捉汝不得，誓不回关。”马超道：“张翼德，今日我杀汝不得，誓不回营。”两军点起千百火把，二将各振威风。刘备喜超之勇，亲自下城解斗，二人方才各自回阵。刘备有意收下马超这员虎将，他用诸葛亮之计，派孙乾带金帛与张鲁手下谋士杨松结交，再进书张鲁，使张鲁下令马超撤兵，又派李恢说降马超。刘备终于收了马超，进而逼近成都，刘璋被迫开城投降。刘备将刘璋安置在公安，自领益州牧，为三分天下之一的蜀国奠定了基础。第五十三集：单刀赴会刘备得了西川，孙权欲索还荆州，按张昭之计，将诸葛瑾老小虚监在府，同时修书命诸葛瑾去西川向刘备讨还荆州。,刘,历史人物,君主,,蜀,Text,0.6978,{}
142,道只有东吴能够据有？”关羽趁势夺过周仓手中大刀，故意怒斥周仓：“此乃国家大事，尔怎敢多言，还不速去！”关以目暗示周仓，周仓会意，奔向江岸，舞动红旗，关平船队急驶而来。此时，关羽右手提刀，左手攥住鲁肃握杯的右手腕，假装酒醉，拉着鲁肃直到江边。东吴将士眼看鲁都督被关羽扯出亭门，皆不敢动手。关羽上船后，关平的接应船队已到，鲁肃只好呆呆看着关云长乘风而去。关云长以非凡的胆识，挫败了东吴索取荆州的计谋。孙权闻报大怒，欲起倾国之兵，来取荆州，忽接探报：“曹操又率三十万大军来犯。”孙权只得移兵合肥、濡须，以拒曹操。第五十四集：合肥会战建安二十年（公元215年），曹操领兵西征得汉中，收服张鲁，占领东川。,东吴,Text,对手,,关羽,历史人物,0.9756,{}
148,操问其故，杨修答道：“大王明令在此，‘一人一口酥’，岂敢违抗大王之命？”曹操表面喜笑，内心甚恶杨修。曹操与众臣商议想立曹植为世子，曹丕知后，密请朝歌长吴质入府商议对策，因恐被人发觉，便将吴藏于大簏之内，覆以绢匹运至府中。杨修向曹操告密，操令人在丕府外盘查。曹丕求救贾诩，诩让曹丕于次日用大簏再装绢送入府中。使者搜看簏中果然尽是绢匹，未查出破绽，乃回报曹操。操因此怀疑杨修有意加害曹丕，更加憎恨杨修。曹植很爱杨修之才，常邀其进府谈论，终夜不息。杨修为曹植作《答教十条》，以应曹操考问。,杨,人物,君主,,曹植,人物,0.3357,{}
149,，更加憎恨杨修。曹植很爱杨修之才，常邀其进府谈论，终夜不息。杨修为曹植作《答教十条》，以应曹操考问。曹操常以军国之事问曹植，曹植便按条对答如流，曹操对此有些疑惑，曹丕趁机暗地买通曹植左右，将杨修为植写的《答教十条》偷来呈与曹操，操阅后大怒。曹操命曹植为监军，与曹洪同去汉中，于次日卯时统兵起程。当晚，曹丕约植来府饮酒，为其饯行，使植酒醉误期，曹操只好让曹洪自去汉中。凡此种种，使曹操对立嗣之事踌躇不定，便问贾诩：“孤欲立后嗣，当立谁？”贾诩先不答，后对操言道：“思起袁本初、刘景升立幼子为嗣，兄弟相攻之事。”曹操听后，大笑：“卿真乃策谋深远之士也！”遂立长子曹丕为世子。,杨修,人物,兄弟,,曹植,人物,0.3508,{}
149,，更加憎恨杨修。曹植很爱杨修之才，常邀其进府谈论，终夜不息。杨修为曹植作《答教十条》，以应曹操考问。曹操常以军国之事问曹植，曹植便按条对答如流，曹操对此有些疑惑，曹丕趁机暗地买通曹植左右，将杨修为植写的《答教十条》偷来呈与曹操，操阅后大怒。曹操命曹植为监军，与曹洪同去汉中，于次日卯时统兵起程。当晚，曹丕约植来府饮酒，为其饯行，使植酒醉误期，曹操只好让曹洪自去汉中。凡此种种，使曹操对立嗣之事踌躇不定，便问贾诩：“孤欲立后嗣，当立谁？”贾诩先不答，后对操言道：“思起袁本初、刘景升立幼子为嗣，兄弟相攻之事。”曹操听后，大笑：“卿真乃策谋深远之士也！”遂立长子曹丕为世子。,杨修,人物,君主,,曹操,人物,0.6132,{}
149,，更加憎恨杨修。曹植很爱杨修之才，常邀其进府谈论，终夜不息。杨修为曹植作《答教十条》，以应曹操考问。曹操常以军国之事问曹植，曹植便按条对答如流，曹操对此有些疑惑，曹丕趁机暗地买通曹植左右，将杨修为植写的《答教十条》偷来呈与曹操，操阅后大怒。曹操命曹植为监军，与曹洪同去汉中，于次日卯时统兵起程。当晚，曹丕约植来府饮酒，为其饯行，使植酒醉误期，曹操只好让曹洪自去汉中。凡此种种，使曹操对立嗣之事踌躇不定，便问贾诩：“孤欲立后嗣，当立谁？”贾诩先不答，后对操言道：“思起袁本初、刘景升立幼子为嗣，兄弟相攻之事。”曹操听后，大笑：“卿真乃策谋深远之士也！”遂立长子曹丕为世子。,杨修,人物,同族,,曹丕,人物,0.2248,{}
149,，更加憎恨杨修。曹植很爱杨修之才，常邀其进府谈论，终夜不息。杨修为曹植作《答教十条》，以应曹操考问。曹操常以军国之事问曹植，曹植便按条对答如流，曹操对此有些疑惑，曹丕趁机暗地买通曹植左右，将杨修为植写的《答教十条》偷来呈与曹操，操阅后大怒。曹操命曹植为监军，与曹洪同去汉中，于次日卯时统兵起程。当晚，曹丕约植来府饮酒，为其饯行，使植酒醉误期，曹操只好让曹洪自去汉中。凡此种种，使曹操对立嗣之事踌躇不定，便问贾诩：“孤欲立后嗣，当立谁？”贾诩先不答，后对操言道：“思起袁本初、刘景升立幼子为嗣，兄弟相攻之事。”曹操听后，大笑：“卿真乃策谋深远之士也！”遂立长子曹丕为世子。,曹植,人物,君主,,曹操,人物,0.4683,{}
149,，更加憎恨杨修。曹植很爱杨修之才，常邀其进府谈论，终夜不息。杨修为曹植作《答教十条》，以应曹操考问。曹操常以军国之事问曹植，曹植便按条对答如流，曹操对此有些疑惑，曹丕趁机暗地买通曹植左右，将杨修为植写的《答教十条》偷来呈与曹操，操阅后大怒。曹操命曹植为监军，与曹洪同去汉中，于次日卯时统兵起程。当晚，曹丕约植来府饮酒，为其饯行，使植酒醉误期，曹操只好让曹洪自去汉中。凡此种种，使曹操对立嗣之事踌躇不定，便问贾诩：“孤欲立后嗣，当立谁？”贾诩先不答，后对操言道：“思起袁本初、刘景升立幼子为嗣，兄弟相攻之事。”曹操听后，大笑：“卿真乃策谋深远之士也！”遂立长子曹丕为世子。,曹植,人物,兄弟,,曹丕,人物,0.2872,{}
149,，更加憎恨杨修。曹植很爱杨修之才，常邀其进府谈论，终夜不息。杨修为曹植作《答教十条》，以应曹操考问。曹操常以军国之事问曹植，曹植便按条对答如流，曹操对此有些疑惑，曹丕趁机暗地买通曹植左右，将杨修为植写的《答教十条》偷来呈与曹操，操阅后大怒。曹操命曹植为监军，与曹洪同去汉中，于次日卯时统兵起程。当晚，曹丕约植来府饮酒，为其饯行，使植酒醉误期，曹操只好让曹洪自去汉中。凡此种种，使曹操对立嗣之事踌躇不定，便问贾诩：“孤欲立后嗣，当立谁？”贾诩先不答，后对操言道：“思起袁本初、刘景升立幼子为嗣，兄弟相攻之事。”曹操听后，大笑：“卿真乃策谋深远之士也！”遂立长子曹丕为世子。,曹操,人物,父亲,https://cnschema.openkg.cn/item/%E7%88%B6%E4%BA%B2/11999902#viewPageContent,曹丕,人物,0.2780,"{""@context"": {""父亲"": ""https://cnschema.openkg.cn/item/%E7%88%B6%E4%BA%B2/11999902#viewPageContent""}, ""@id"": ""曹操"", ""父亲"": {""@id"": ""曹丕""}}"
150,初、刘景升立幼子为嗣，兄弟相攻之事。”曹操听后，大笑：“卿真乃策谋深远之士也！”遂立长子曹丕为世子。刘备夺得西川后，依孔明之策，命张飞、马超分头屯兵巴西、下辨，欲取汉中。曹操恐夏侯渊、张郃力薄有失，为保汉中，派曹洪领兵五万，往援张郃、夏侯渊，同守东川。张郃轻视张飞，请领兵马攻取巴西，打开蜀郡门户。首战即被击败，乃退兵宕渠山，坚守不出。张飞命军士每日在山前摆酒，与众将边饮边骂，诱引张郃出战。第五十六集：定军山张郃在宕渠山上闻知张飞狂饮作乐，便连夜前往偷营。他见“张飞”端坐大帐，忙用枪刺，不料刺中的却是草人，张郃急拨马出帐，张飞已到面前，郃大惊，仓皇应战，不敌，拨马而逃。,曹丕,历史人物,对手,,孔明,Text,0.9121,{}
152,张郃前后受敌，急往小路而走，张飞在后紧追，山道狭窄，张郃只得弃马步行，逃回南郑。曹洪命他攻打葭萌关。正当刘备庆贺张飞智夺瓦口关时，葭萌关守将霍峻来书告急，孔明用激将法，使老将黄忠出战，严颜同往，他们合力杀退张郃。黄忠用骄兵之计，一连收复三个营寨，还收缴了大批粮草、辎重和兵器，诱使曹将韩浩、夏侯尚孤军深入，并夺得曹军屯粮之地天荡山。张郃逃往定军山，投奔夏侯渊。建安二十三年（公元218年）秋季，刘备亲统大军十万，以诸葛亮为军师，张飞、赵云为先锋，取道葭萌关，征讨汉中。南郑守将曹洪闻讯，星夜急往许都禀报曹操，操自领四十万大军前往南郑迎敌。定军山是南郑屏障，又是曹军积聚粮草之地，刘备决定先取定军山。,孔明,Text,对手,,刘备,历史人物,0.8927,{}
155,”黄忠率军到粮仓，杀散守军，正要放火烧粮，张郃兵到，曹操又令徐晃率一支人马赶来，将黄忠困在重围之中。赵云在营中看看午时已过，不见老将军回，即令副将张翼坚守营寨，自引三千人马前往接应。他横冲直撞，如入无人之地，救出了黄忠，杀回本寨。曹操见状大怒，亲自率军追赶，赵云早已安排弓弩手于寨外壕中埋伏，云大开寨门，匹马单枪，立于寨外。曹操追到蜀营，赵云巍然不动，曹操怕有埋伏，命军士退回，云把枪一招，壕中弓弩齐发，曹军败退，曹操弃了北山粮草，忙回南郑。刘备闻报，称赞道：“子龙一身都是胆也！”从此号赵云为虎威将军。建安二十四年（公元219年），刘备与曹操争夺汉中，孔明针对曹操多疑特点，采用疑兵之计。,赵云,历史人物,对手,,孔明,Text,0.9780,{}
156,云为虎威将军。建安二十四年（公元219年），刘备与曹操争夺汉中，孔明针对曹操多疑特点，采用疑兵之计。当曹操率军刚到汉水，孔明即命赵云领兵五百，伏于曹营附近，乘夜擂鼓吹角，使曹兵惊慌。操疑劫寨，出营却不见一人，刚要回营休息，号炮又响，使曹兵彻夜不安。一连三夜，曹操心怯，拔寨后退三十里。孔明又请刘备率军亲渡汉水，背水结营，故意败退，操疑而不追，蜀军趁势掩杀，曹军大败，曹操退至阳平关。孔明再派张飞、魏延分兵两路去截曹兵粮道；命黄忠、赵云各领一军放火烧山。曹操惊惧，弃关而走，退兵斜谷。曹操怕人谋害，常告诫左右：“孤梦中好杀人，孤睡熟之后，尔等切勿靠近。,刘备,历史人物,对手,,孔明,Text,0.9781,{}
159,问其故，惇答：“主簿杨修先知大王欲退兵之意。”操大怒，他素来忌恨杨修，遂以扰乱军心为由，将杨修斩首。曹操杀了杨修，强行进兵与刘备决战，果未出杨修所料，遭致惨败，自己又被黄忠射掉两颗门牙，险些丢了性命，他不得不放弃汉中，退守长安。第五十八集：水淹七军建安二十四年（公元219年）秋，刘备在诸葛亮和文臣武将的推尊之下，于沔阳登坛受贺，晋位汉中王。并立公子刘禅为王世子。封诸葛亮为军师，总理军国重事。封关羽、张飞、赵云、马超、黄忠为五虎大将。曹操闻报大怒，意欲再次兴兵征讨。司马懿献计派满宠持书去见孙权，陈说利害，使其起兵攻荆州，待刘备发西川之兵救援时，再进兵取汉中。,刘禅,人物,对手,,备,历史人物,0.5000,{}
168,索，终于绊倒赤兔马，关羽父子被吴将马忠擒住。孙权爱关羽义勇无双，欲劝其归降。主簿左咸以曹操之事说之。孙权沉吟无语，终于点点头，一代名将关羽和关平父子俩便在雪后初晴之时，大义凛然步履从容地走向生命的终点。第六十集：曹操之死关羽惨死，刘备惊魂，张飞哭天喊地，暴跳如雷，嚷着一定要替二哥报仇雪恨。东吴谋臣张昭闻知孙权杀了关羽，大惊失色，闯进荆州府衙，陈说诛杀关羽的利害。孙权方悟，跌足连说失算矣！张昭献计将关羽的首级转送曹操，让蜀兵向魏而不向吴。曹操接其首级说：“云长公，别来无恙！”谁知关羽首级忽然睁眼，曹操吓得跌坐在地。吴使说出关羽附身吕蒙，致使吕蒙七窍流血而死之事。,刘备,历史人物,对手,,云,Text,0.9195,{}
169,别来无恙！”谁知关羽首级忽然睁眼，曹操吓得跌坐在地。吴使说出关羽附身吕蒙，致使吕蒙七窍流血而死之事。曹操叹道：“活关羽可怕，死关羽也可怕，死了还活更可怕！”便赐封关羽为“荆王”，以大臣之礼厚葬关羽，使刘备深恨孙权而攻之，魏则可观其胜负，吴败征吴，蜀败征蜀。刘备为替二弟报仇，意欲兴兵伐吴，孔明谏曰：吴、魏各怀鬼胎，都想从中渔利，眼下只宜按兵不动，待魏、吴不和之时，乘机伐之，方为上策。刘备在祭奠关羽时，举剑发誓：孤与东吴，誓不同日月！曹操头痛病日益严重，华歆举荐华佗为其诊治，华佗诊断曹操头痛因患风而起，要先饮麻沸汤，然后用利刃打开头颅，取出风涎，方可根治。,孔明,Text,对手,,刘备,历史人物,0.8621,{}
169,别来无恙！”谁知关羽首级忽然睁眼，曹操吓得跌坐在地。吴使说出关羽附身吕蒙，致使吕蒙七窍流血而死之事。曹操叹道：“活关羽可怕，死关羽也可怕，死了还活更可怕！”便赐封关羽为“荆王”，以大臣之礼厚葬关羽，使刘备深恨孙权而攻之，魏则可观其胜负，吴败征吴，蜀败征蜀。刘备为替二弟报仇，意欲兴兵伐吴，孔明谏曰：吴、魏各怀鬼胎，都想从中渔利，眼下只宜按兵不动，待魏、吴不和之时，乘机伐之，方为上策。刘备在祭奠关羽时，举剑发誓：孤与东吴，誓不同日月！曹操头痛病日益严重，华歆举荐华佗为其诊治，华佗诊断曹操头痛因患风而起，要先饮麻沸汤，然后用利刃打开头颅，取出风涎，方可根治。,孔明,Text,对手,,东吴,Text,0.8444,{}
169,别来无恙！”谁知关羽首级忽然睁眼，曹操吓得跌坐在地。吴使说出关羽附身吕蒙，致使吕蒙七窍流血而死之事。曹操叹道：“活关羽可怕，死关羽也可怕，死了还活更可怕！”便赐封关羽为“荆王”，以大臣之礼厚葬关羽，使刘备深恨孙权而攻之，魏则可观其胜负，吴败征吴，蜀败征蜀。刘备为替二弟报仇，意欲兴兵伐吴，孔明谏曰：吴、魏各怀鬼胎，都想从中渔利，眼下只宜按兵不动，待魏、吴不和之时，乘机伐之，方为上策。刘备在祭奠关羽时，举剑发誓：孤与东吴，誓不同日月！曹操头痛病日益严重，华歆举荐华佗为其诊治，华佗诊断曹操头痛因患风而起，要先饮麻沸汤，然后用利刃打开头颅，取出风涎，方可根治。,刘备,历史人物,对手,,东吴,Text,0.7897,{}
170,举荐华佗为其诊治，华佗诊断曹操头痛因患风而起，要先饮麻沸汤，然后用利刃打开头颅，取出风涎，方可根治。曹操闻之大怒，认为华佗与关羽交情深厚，要乘机杀他与关羽报仇，便将其下入大狱，严刑拷打。吴押狱深为华佗的医德感动，华佗临死前将一生所著医书《青囊书》交给他，让其妥善保存，流传后世，用以济世救人。吴押狱之妻目睹一代名医华佗的惨死，深怕吴押狱也重蹈华佗的复辙，便在乱葬岗将《青囊书》焚烧，待吴押狱跑来时，只抢得几支残简，望着满天的灰烬，泣不成声。,华佗,人物,同僚,,吴押狱,人物,0.9019,{}
172,弟鄢陵侯曹彰的全部兵马，令其回鄢陵自守。临淄侯曹植、萧怀侯曹熊未来奔丧，曹丕大怒，当即遣使前往问罪。曹植醉卧榻上，神色忧郁，与丁仪等人持爵饮酒作歌，根本不把魏王使臣放在眼里，命人乱棍打出。曹丕震怒，令虎侯许褚率三千虎卫军前往捉拿曹植、丁仪等人。曹丕将丁仪斩首，正欲对曹植动刑之时，传来萧怀侯曹熊自缢身亡的消息。其母卞氏昏厥于地，待醒转来时，质问曹丕欲将曹植怎样？曹丕无奈，限曹植在七步之内成诗一首，不成则处死。曹植却当场成诗一首，情真意切，悲怆凄凉。曹丕也受其感，饶曹植一命，贬为安乡侯。曹丕清完家门之后，骄矜傲然，不可一世。华歆、李伏等借祥瑞之说怂恿曹丕篡汉，曹丕早有此心，遂使华歆逼献帝禅位。,曹植,人物,兄弟,,卞氏,人物,0.6308,{}
173,家门之后，骄矜傲然，不可一世。华歆、李伏等借祥瑞之说怂恿曹丕篡汉，曹丕早有此心，遂使华歆逼献帝禅位。曹皇后得知，怒斥其兄大逆不道。华歆等上殿逼宫，献帝先是不从，却见曹洪杀死祖弼，无奈，只好从命。并在曹丕的屡次逼迫下，答应亲奉玉玺，禅位与魏王，以释群疑而绝众议。公元220年，曹丕身加帝服，端坐受禅坛上，华歆等众臣均呼万岁。自即日起改延康元年为黄初元年，国号大魏，谥父曹操为太祖武皇帝。汉献帝被扒下冕服，封为山阳公，非宣召不得入朝。曹丕自立为大魏皇帝后，汉中王刘备为灭魏兴刘大业，听从诸葛亮及群臣之议，于公元221年登坛告祭，受皇帝玉玺，改元章武元年，即皇帝之位，立刘禅为太子，封诸葛亮为丞相。,魏,Text,对手,,曹操,人物,0.5763,{}
173,家门之后，骄矜傲然，不可一世。华歆、李伏等借祥瑞之说怂恿曹丕篡汉，曹丕早有此心，遂使华歆逼献帝禅位。曹皇后得知，怒斥其兄大逆不道。华歆等上殿逼宫，献帝先是不从，却见曹洪杀死祖弼，无奈，只好从命。并在曹丕的屡次逼迫下，答应亲奉玉玺，禅位与魏王，以释群疑而绝众议。公元220年，曹丕身加帝服，端坐受禅坛上，华歆等众臣均呼万岁。自即日起改延康元年为黄初元年，国号大魏，谥父曹操为太祖武皇帝。汉献帝被扒下冕服，封为山阳公，非宣召不得入朝。曹丕自立为大魏皇帝后，汉中王刘备为灭魏兴刘大业，听从诸葛亮及群臣之议，于公元221年登坛告祭，受皇帝玉玺，改元章武元年，即皇帝之位，立刘禅为太子，封诸葛亮为丞相。,魏,Text,对手,,刘禅,人物,0.4747,{}
173,家门之后，骄矜傲然，不可一世。华歆、李伏等借祥瑞之说怂恿曹丕篡汉，曹丕早有此心，遂使华歆逼献帝禅位。曹皇后得知，怒斥其兄大逆不道。华歆等上殿逼宫，献帝先是不从，却见曹洪杀死祖弼，无奈，只好从命。并在曹丕的屡次逼迫下，答应亲奉玉玺，禅位与魏王，以释群疑而绝众议。公元220年，曹丕身加帝服，端坐受禅坛上，华歆等众臣均呼万岁。自即日起改延康元年为黄初元年，国号大魏，谥父曹操为太祖武皇帝。汉献帝被扒下冕服，封为山阳公，非宣召不得入朝。曹丕自立为大魏皇帝后，汉中王刘备为灭魏兴刘大业，听从诸葛亮及群臣之议，于公元221年登坛告祭，受皇帝玉玺，改元章武元年，即皇帝之位，立刘禅为太子，封诸葛亮为丞相。,曹操,人物,对手,,刘禅,人物,0.5491,{}
174,臣之议，于公元221年登坛告祭，受皇帝玉玺，改元章武元年，即皇帝之位，立刘禅为太子，封诸葛亮为丞相。第六十二集：兴兵伐吴张飞来到成都，哭喊着质问刘备做了皇帝，忘了桃园结义之情，不给关羽报仇。这又助长了刘备久欲为二弟报仇兴兵伐吴的决心。虽经孔明等众臣百般劝阻，均无作用。刘备抽剑砍断案角，即日伐吴。张飞回到阆中，命范彊、张达三日内办齐白旗白甲，大小三军要挂孝伐吴，报仇雪恨。刘备命诸葛亮保太子留守西川；马超、马岱、魏延守汉中，以挡魏兵。赵云为后应兼督粮草，黄忠为前部先锋，共集兵马七十五万，定章武元年七月丙寅日出师，兴兵伐吴。诸葛亮断定此举必定失利，只有无奈地看着刘备的龙凤车辇驶出宫门。,刘,历史人物,对手,,禅,人物,0.8066,{}
174,臣之议，于公元221年登坛告祭，受皇帝玉玺，改元章武元年，即皇帝之位，立刘禅为太子，封诸葛亮为丞相。第六十二集：兴兵伐吴张飞来到成都，哭喊着质问刘备做了皇帝，忘了桃园结义之情，不给关羽报仇。这又助长了刘备久欲为二弟报仇兴兵伐吴的决心。虽经孔明等众臣百般劝阻，均无作用。刘备抽剑砍断案角，即日伐吴。张飞回到阆中，命范彊、张达三日内办齐白旗白甲，大小三军要挂孝伐吴，报仇雪恨。刘备命诸葛亮保太子留守西川；马超、马岱、魏延守汉中，以挡魏兵。赵云为后应兼督粮草，黄忠为前部先锋，共集兵马七十五万，定章武元年七月丙寅日出师，兴兵伐吴。诸葛亮断定此举必定失利，只有无奈地看着刘备的龙凤车辇驶出宫门。,刘,历史人物,对手,,孔明,Text,0.8580,{}
174,臣之议，于公元221年登坛告祭，受皇帝玉玺，改元章武元年，即皇帝之位，立刘禅为太子，封诸葛亮为丞相。第六十二集：兴兵伐吴张飞来到成都，哭喊着质问刘备做了皇帝，忘了桃园结义之情，不给关羽报仇。这又助长了刘备久欲为二弟报仇兴兵伐吴的决心。虽经孔明等众臣百般劝阻，均无作用。刘备抽剑砍断案角，即日伐吴。张飞回到阆中，命范彊、张达三日内办齐白旗白甲，大小三军要挂孝伐吴，报仇雪恨。刘备命诸葛亮保太子留守西川；马超、马岱、魏延守汉中，以挡魏兵。赵云为后应兼督粮草，黄忠为前部先锋，共集兵马七十五万，定章武元年七月丙寅日出师，兴兵伐吴。诸葛亮断定此举必定失利，只有无奈地看着刘备的龙凤车辇驶出宫门。,刘,历史人物,对手,,刘备,历史人物,0.8283,{}
