sentence,relation,head,head_offset,tail,tail_offset
他一面安抚民心，一面致书刘璋，假称曹操进攻孙权，孙权求救，自己要带兵回荆州援助，要求刘璋借军粮十万斛、兵马三、四万,君主,刘备,0,刘璋,54
刘璋在黄权等人劝阻下，回书表示只能借粮一万斛和两三千老弱病卒,君主,刘璋,0,刘备,0
刘备见信大怒，他取庞统之策，先夺涪城,君主,刘备,0,庞统,27
涪城乃通往成都之咽喉，又是去荆州必经之路，现由刘璋部下杨怀、高沛二将把守,同僚,杨怀,38,高沛,41
刘备先派人送书信，佯称要回荆州，路经其地，约二人出关相送，想乘机杀之，夺下涪城，再克雒城，后取成都,君主,刘备,0,杨怀,57
张松献图回川后，忽闻刘备要回荆州，他信以为真，急致书刘备，要他“速发兵入川取益州，松为内应”,君主,张松,0,刘备,44
不料此信被其兄张肃拾到，张肃怕受牵连，将信呈报刘璋,兄弟,张松,18,张肃,24
刘璋将张松全家斩首，并下令各处关隘增兵添将，严加防范，不许放荆州一人一骑入关，并派大将张任拒守雒城,君主,刘璋,0,张松,11
军师庞统设计将涪关守将杨怀、高沛杀死，夺了涪城，准备进取雒城,君主,庞统,0,杨怀,25
出发前，诸葛亮从荆州特派马良送书信给刘备，提醒刘备和庞统：“切宜谨慎，不可轻率进兵。”,君主,诸葛亮,0,刘备,38
庞统取川心急，又疑诸葛亮忌他独成大功,同僚,庞统,0,诸葛亮,32
刘备在庞统再三催促下，决定引军前进，他和庞统兵分两路，刘备走大路取雒城东门；庞统走小路取雒城西门,君主,刘备,0,庞统,39
出发前，庞统坐骑忽失前蹄，刘备将自己的白马与庞统更换,君主,刘备,44,庞统,27
庞统率兵行至山间小路，忽见两山逼窄，树木丛杂，庞统心中生疑，勒住马问：“此处是何地？”,君主,庞统,0,诸葛亮,0
新降军士指道：“此处地名落凤坡,君主,庞统,0,诸葛亮,0
庞统心惊，急令退军,君主,庞统,0,诸葛亮,0
蜀将张任引军，早已埋伏在两边，他放过魏延，误以为庞统是刘备，一声令下，箭如飞蝗，只向骑白马者射杀,对手,张任,0,庞统,42
可怜庞统死于乱箭之下，时仅卅六岁,君主,庞统,0,诸葛亮,0
诸葛亮命张飞率军从大路入川，先取巴郡，自己和赵云带兵马从水路入川，在雒城会合，谁先到谁为头功，并告诫张飞：四川豪杰甚多，不可轻敌，要收服人心，严明军纪，不要鞭打士卒,君主,诸葛亮,0,张飞,13
张飞遵照军师指令进军，沿途守将望风而降，来到巴郡，太守严颜却闭关坚守，拒不投降，张飞屡次挑战，均被乱箭射回,对手,张飞,0,严颜,66
张飞急中生智，想出一计，令军士四散上山砍打柴草，寻觅路径,对手,张飞,0,严颜,0
严颜在城中几日不见张飞动静，心生疑惑，得知此情后，也派数名小卒扮作张飞砍柴军士，混入其中,对手,严颜,0,张飞,35
张飞故意当众宣布，当夜要从一条小路偷过巴郡，去取雒城；而暗中却安排一名军士假扮自己在前开路,对手,张飞,0,严颜,46
严颜闻报大喜，他想截击张飞粮草辎重，引兵伏于路旁树丛之中，当假张飞过后，严颜引伏兵杀出，正要抢夺车仗时，不料背后一声锣响，冲出真张飞，严颜惊呆，举手无措，被张飞生擒,对手,严颜,0,张飞,104
张飞夺了巴郡，出榜安民,君主,张飞,0,严颜,0
众刀手将严颜推出，飞坐于厅上，严颜不肯跪下，张飞怒喝：“你这老朽，怎敢顽抗？”,君主,张飞,34,严颜,28
严颜毫无惧色，向张飞破口大骂,君主,严颜,0,张飞,24
张飞大怒，喝左右斩首，严颜面不改色，叫道：“要杀便杀，要砍便砍！西川只有断头将军，没有屈膝之辈！”,君主,张飞,0,严颜,45
张飞见严颜慷慨忠义，视死如归，甚敬之，亲解其缚，扶严颜正中高坐，低头便拜,君主,张飞,0,严颜,35
严颜感其恩义，乃降,君主,严颜,0,张飞,11
飞以严为前部，顺利到达雒城,君主,张飞,0,严颜,8
刘备攻克雒城，直逼绵竹，刘璋孤军无援，不得不求救于宿敌张鲁,君主,刘备,0,刘璋,23
曹操曾用反间计大败西凉军马，马超败走后复仇心切，虽得羌人相助，威风一时，但终因人少势孤，又轻信降将，在败退冀城时，妻儿均被杀害，无奈投奔汉中张鲁,对手,曹操,0,马超,31
张鲁派马超攻葭萌关，牵制刘备，以救刘璋,君主,张鲁,0,马超,11
诸葛亮用计激张飞前往迎敌，刘备亦亲往督战,君主,诸葛亮,0,张飞,20
马超挑战，张飞挺矛相迎，他早想会会这员虎将,对手,马超,0,张飞,15
两人在关前激战百余回合，不分胜负,对手,马超,0,张飞,13
刘备在关上观战，见马超装束非凡，英勇无比，他怕张飞有失，鸣金收兵,君主,刘备,0,张飞,71
张飞回到阵中不用头盔，只裹包巾上马出阵，再与马超厮杀，两人又战百余回合，仍不分胜负，刘备再次鸣金收兵,对手,张飞,0,马超,54
此时，天色已晚，刘备说：“马超英勇，不可轻敌，且退上关，来日再战。”,君主,刘备,0,马超,30
张飞杀得性起，他大叫：“命军士多点火把，安排夜战。”,对手,张飞,0,马超,0
马超换了战马再出阵前，大叫道：“张飞，汝敢否夜战？若有胆量就点起火把，今夜决一雌雄！”,对手,马超,0,张飞,36
张飞立即换了坐骑，冲出阵来，叫道：“莫非还怕汝不成？点火把,对手,张飞,0,马超,33
马超，今日我捉汝不得，誓不回关。”,对手,马超,0,张飞,0
马超道：“张翼德，今日我杀汝不得，誓不回营。”,对手,马超,0,张飞,20
两军点起千百火把，二将各振威风,对手,马超,0,张飞,23
刘备喜超之勇，有意收下马超这员虎将，他用诸葛亮之计，派孙乾带金帛与张鲁手下谋士杨松结交，再进书张鲁，使张鲁下令马超撤兵，又派李恢说降马超,君主,刘备,0,马超,17
刘备终于收了马超，进而逼近成都，刘璋被迫开城投降,君主,刘备,0,刘璋,43
刘备将刘璋安置在公安，自领益州牧，为三分天下之一的蜀国奠定了基础,君主,刘备,0,刘璋,11
刘备得了西川，孙权欲索还荆州，按张昭之计，将诸葛瑾老小虚监在府，同时修书命诸葛瑾去西川向刘备讨还荆州,同僚,张昭,27,孙权,12
刘备和诸葛亮商定，假意答应先还长沙、零陵、桂阳三郡,君主,刘备,0,诸葛亮,11
诸葛瑾到荆州请关羽交割三郡，却遭严辞拒绝，悻悻而归,同僚,诸葛瑾,0,关羽,23
孙权责怪鲁肃当初不该作保，将荆州借与刘备,同僚,孙权,0,鲁肃,11
鲁肃情急定计，屯兵陆口，请关羽过江赴会，在临江亭设下埋伏，欲逼关羽交还荆州；如关羽不赴约，即进兵夺取荆州,对手,鲁肃,0,关羽,39
关羽识破其计，毫不惧怕，独驾小舟，只带周仓和几名亲随，单刀赴会,对手,关羽,0,鲁肃,13
他命关平率船队在大江上等候，见红旗起，便过江接应,父子,关羽,11,关平,16
使者回报鲁肃：关云长慨然应允，来日准到临江亭相会,对手,关羽,22,鲁肃,10
鲁肃令吕蒙和甘宁各领一军，在岸埋伏，伺关云长兵马到，以炮声为号，一齐杀出；若关羽无兵马前来，只在庭后埋伏刀斧手，听子敬摔杯为号，于席前杀之,同僚,吕蒙,11,甘宁,16
次日，关羽过江,对手,关羽,0,鲁肃,0
席间，鲁肃提起还荆州之事，关羽答道：“当年赤壁鏖兵，我兄刘皇叔亲冒矢石，诸葛军师全力以赴与吴共同破曹，其功甚伟，岂能徒劳而无功,君主,关羽,35,刘备,64
“况荆州本刘表所有，我兄理当承受汉家基业,兄弟,关羽,0,刘备,36
鲁肃反驳无力，刚要站起摔杯，周仓急上前厉声对鲁肃道：“天下土地，唯有德者居之，难道只有东吴能够据有？”,同僚,周仓,0,关羽,0
关羽趁势夺过周仓手中大刀，故意怒斥周仓：“此乃国家大事，尔怎敢多言，还不速去！”,君主,关羽,0,周仓,32
关以目暗示周仓，周仓会意，奔向江岸，舞动红旗，关平船队急驶而来,君主,关羽,0,周仓,18
此时，关羽右手提刀，左手攥住鲁肃握杯的右手腕，假装酒醉，拉着鲁肃直到江边,对手,关羽,0,鲁肃,45
东吴将士眼看鲁都督被关羽扯出亭门，皆不敢动手,对手,关羽,20,鲁肃,27
关羽上船后，关平的接应船队已到，鲁肃只好呆呆看着关云长乘风而去,对手,关羽,0,鲁肃,42
关云长以非凡的胆识，挫败了东吴索取荆州的计谋,对手,关羽,0,孙权,30
孙权闻报大怒，欲起倾国之兵，来取荆州，忽接探报：“曹操又率三十万大军来犯。”,对手,孙权,0,曹操,71
孙权只得移兵合肥、濡须，以拒曹操,对手,孙权,0,曹操,38
建安二十年（公元215年），曹操领兵西征得汉中，收服张鲁，占领东川,对手,曹操,0,张鲁,38
诸葛亮为防曹军进犯西川，与刘备定计将江夏、长沙、桂阳三郡归还孙权，并派能言之士说明利害，令孙权起兵袭合肥，使曹操勒兵南向,君主,诸葛亮,0,刘备,26
孙权亲领十万大军进逼合肥，曹操大将张辽、李典、乐进镇守合肥,对手,孙权,0,曹操,36
张辽接曹操密书，让李典在逍遥津设下埋伏，待孙权兵马越过小师桥，立即将桥拆除,同僚,张辽,0,李典,23
命乐进与敌交战，佯作败退，待敌兵回返时，立即追击,同僚,乐进,5,张辽,0
吴军前队吕蒙、甘宁行至逍遥津，乐进迎战，诈败而走,同僚,吕蒙,8,甘宁,11
吕、甘引军追赶，孙权率中军随之也进入逍遥津北岸，刚过了桥，突然一阵呐喊，张辽、李典从两边杀出，孙权大惊失色，身边仅凌统所率三百余骑，凌统忙呼孙权：“主公往回走，快过小师桥。”自己急迎上前与张辽、李典交战,对手,孙权,95,张辽,117
孙权刚要上桥，发现桥头已被拆断丈余，孙权惊得手足无措，谷利大呼：“主公先将马后退，再放马向前，跃过桥去！”,同僚,谷利,0,孙权,47
孙权回马三丈余远，然后纵辔加鞭，马凌空跃过断桥，奔向南岸，徐盛驾舟相迎,同僚,徐盛,0,孙权,0
凌统所率三百余人尽被曹军所杀，凌统身中数枪绕河而逃,同僚,凌统,0,孙权,0
吕蒙、甘宁引军回救，被曹军前后夹攻，也败逃而去,同僚,吕蒙,0,甘宁,3
张辽威震逍遥津，孙权险被生擒，退回濡须口整顿船只，调集兵马，再犯合肥,对手,张辽,0,孙权,22
曹操自汉中率四十万大军援救合肥，与孙权相拒濡须,对手,曹操,0,孙权,40
张昭献策：“曹操远来，必须挫其锐气。”,同僚,张昭,0,孙权,13
吴将甘宁愿率百骑夜劫曹营，孙权拨予一百名精锐骑兵，并赐酒五十瓶，羊肉五十斤,君主,甘宁,6,孙权,30
甘宁命百人列坐，共同饮酒，准备劫营,君主,甘宁,0,孙权,0
甘宁激励将士要勇敢向前，众人却面有难色，甘宁怒道：“我为上将，且不惜性命，汝等难道还怕死不成。”,君主,甘宁,0,孙权,0
众人皆表示愿效死力,君主,甘宁,0,孙权,0
约至二更时分，百人于盔上插白鹅翎为号，披甲上马，飞奔曹营，直冲曹操中军,对手,甘宁,0,曹操,65
因被车仗挡住，甘宁率百骑在寨中纵横冲杀，无人敢挡，曹军不知虚实，自相扰乱，甘宁所率百骑自曹营南门杀出，凯旋而归，未折一人一骑,对手,甘宁,0,曹操,57
孙权大喜，亲到营门迎接，奖绢千匹、利刀百口，并对众将道：“曹操有张辽，孤有甘兴霸，足以相敌也,君主,孙权,0,甘宁,31
曹操率大军分五路杀奔濡须江边，两军混战，孙权亲自与周泰引军前往助战，孙权身陷重围，幸而有周泰舍命掩护，方才得救,同僚,周泰,0,孙权,52
周泰身中数十枪，伤痕累累,同僚,周泰,0,孙权,0
曹操与孙权的合肥大战，以孙权求和，双方各守原来疆界而告结束,对手,曹操,0,孙权,9
建安二十一年（公元216年），汉献帝被迫册封曹操为魏王，曹出入用天子车服銮仪，建造王宫，并议立世子，日后承袭王位,君主,献帝,13,曹操,28
曹操有四子，长子丕、次子彰、三子植、四子熊,父亲,曹操,0,曹丕,20
因曹植文才出众，举笔成章，甚受曹操喜爱,父亲,曹操,34,曹植,7
曹丕深知自己才能不及三弟，恐不得立为世子，便买通曹操身边近侍，常在操面前言丕之德,兄弟,曹丕,0,曹植,26
一日，曹丕特制一盒酥送父王，以表孝心，曹操在盒上写了“一合酥”三字，主簿杨修看后与众人品尝，曹操问其故，杨修答道：“大王明令在此，‘一人一口酥’，岂敢违抗大王之命？”,同僚,杨修,62,曹操,76
曹操表面喜笑，内心甚恶杨修,君主,曹操,0,杨修,28
曹操与众臣商议想立曹植为世子，曹丕知后，密请朝歌长吴质入府商议对策，因恐被人发觉，便将吴藏于大簏之内，覆以绢匹运至府中,兄弟,曹丕,35,曹植,27
杨修向曹操告密，操令人在丕府外盘查,同僚,杨修,0,曹操,15
曹丕求救贾诩，诩让曹丕于次日用大簏再装绢送入府中,同僚,贾诩,11,曹丕,9
使者搜看簏中果然尽是绢匹，未查出破绽，乃回报曹操,君主,使者,0,曹操,38
操因此怀疑杨修有意加害曹丕，更加憎恨杨修,君主,曹操,0,杨修,30
曹植很爱杨修之才，常邀其进府谈论，终夜不息,同僚,曹植,0,杨修,14
杨修为曹植作《答教十条》，以应曹操考问,同僚,杨修,0,曹植,10
曹操常以军国之事问曹植，曹植便按条对答如流，曹操对此有些疑惑，曹丕趁机暗地买通曹植左右，将杨修为植写的《答教十条》偷来呈与曹操，操阅后大怒,父亲,曹操,0,曹植,19
曹操命曹植为监军，与曹洪同去汉中，于次日卯时统兵起程,父亲,曹操,0,曹植,11
当晚，曹丕约植来府饮酒，为其饯行，使植酒醉误期，曹操只好让曹洪自去汉中,兄弟,曹丕,0,曹植,14
凡此种种，使曹操对立嗣之事踌躇不定，便问贾诩：“孤欲立后嗣，当立谁？”,君主,曹操,0,贾诩,61
贾诩先不答，后对操言道：“思起袁本初、刘景升立幼子为嗣，兄弟相攻之事。”,同僚,贾诩,0,曹操,33
曹操听后，大笑：“卿真乃策谋深远之士也！”,君主,曹操,0,贾诩,25
遂立长子曹丕为世子,父亲,曹操,12,曹丕,20
刘备夺得西川后，依孔明之策，命张飞、马超分头屯兵巴西、下辨，欲取汉中,君主,刘备,0,诸葛亮,22
曹操恐夏侯渊、张郃力薄有失，为保汉中，派曹洪领兵五万，往援张郃、夏侯渊，同守东川,同僚,夏侯渊,31,张郃,28
张郃轻视张飞，请领兵马攻取巴西，打开蜀郡门户,对手,张郃,0,张飞,11
首战即被击败，乃退兵宕渠山，坚守不出,对手,张郃,0,张飞,0
张飞命军士每日在山前摆酒，与众将边饮边骂，诱引张郃出战,对手,张飞,0,张郃,50
张郃在宕渠山上闻知张飞狂饮作乐，便连夜前往偷营,对手,张郃,0,张飞,32
他见“张飞”端坐大帐，忙用枪刺，不料刺中的却是草人，张郃急拨马出帐，张飞已到面前，郃大惊，仓皇应战，不敌，拨马而逃,对手,张郃,0,张飞,71
与此同时，他据守的蒙头、荡石两个山寨已被魏延、雷铜占领,同僚,魏延,55,雷铜,58
张郃向曹洪求援不成，只得退守瓦口关,同僚,张郃,0,曹洪,11
他用埋伏之计，诱杀了雷铜,同僚,张郃,0,雷铜,28
张飞与魏延决定将计就计，由张飞出战张郃，魏延杀散伏兵，放火烧之,对手,张飞,0,张郃,46
张郃大败，逃回瓦口关，坚守不出,对手,张郃,0,张飞,0
张飞从百姓口中得知有一条小路可通瓦口关，他命魏延引兵从正面攻关，他亲率五百轻骑，由百姓带路，从梓潼山直上瓦口关背后,君主,张飞,0,魏延,52
张郃前后受敌，急往小路而走，张飞在后紧追，山道狭窄，张郃只得弃马步行，逃回南郑,对手,张郃,0,张飞,43
曹洪命他攻打葭萌关,同僚,曹洪,0,张郃,8
正当刘备庆贺张飞智夺瓦口关时，葭萌关守将霍峻来书告急，孔明用激将法，使老将黄忠出战，严颜同往，他们合力杀退张郃,君主,诸葛亮,46,黄忠,59
黄忠用骄兵之计，一连收复三个营寨，还收缴了大批粮草、辎重和兵器，诱使曹将韩浩、夏侯尚孤军深入，并夺得曹军屯粮之地天荡山,对手,黄忠,0,张郃,0
张郃逃往定军山，投奔夏侯渊,同僚,张郃,0,夏侯渊,22
建安二十三年（公元218年）秋季，刘备亲统大军十万，以诸葛亮为军师，张飞、赵云为先锋，取道葭萌关，征讨汉中,君主,刘备,0,诸葛亮,48
南郑守将曹洪闻讯，星夜急往许都禀报曹操，操自领四十万大军前往南郑迎敌,同僚,曹洪,0,曹操,44
定军山是南郑屏障，又是曹军积聚粮草之地，刘备决定先取定军山,君主,刘备,0,夏侯渊,0
诸葛亮再激老将黄忠出战，派法正相助,君主,诸葛亮,0,黄忠,20
镇守定军山之魏将夏侯渊坚决不出战，法正定计，步步为营，诱其下山,对手,夏侯渊,0,黄忠,0
黄忠率军逼到定军山下，并连夜夺取了定军山西面一座高山,对手,黄忠,0,夏侯渊,0
法正又提出“以逸待劳”之计，让黄忠驻扎于半山，法正则在山顶观察动静，以旗为号,同僚,法正,0,黄忠,37
夏侯渊见蜀军夺了对山，以俯视定军山之虚实，大怒,对手,夏侯渊,0,黄忠,20
他不听张郃劝阻，亲自率军围住对山，在山下大骂挑战,同僚,夏侯渊,0,张郃,11
法正在山上举白旗，黄忠按兵不动,同僚,法正,0,黄忠,22
午时过后，魏军锐气已堕，纷纷下马休息，法正立即将白旗放倒，竖起红旗,同僚,法正,0,黄忠,0
养精蓄锐多时的黄忠提刀上马，杀下山去,对手,黄忠,0,夏侯渊,0
夏侯渊未及上马相迎，宝刀已落，被黄忠连头带肩劈为两半，曹兵大败,对手,黄忠,33,夏侯渊,22
黄忠乘胜夺了定军山，被封为镇西将军,君主,黄忠,0,刘备,0
曹操亲统大军，为夏侯渊报仇，令张郃将米仓山粮草移屯北山，以备军需,同族,曹操,25,夏侯渊,30
诸葛亮闻报，派黄忠、赵云前往深入其境，烧其粮草，夺其辎重,君主,诸葛亮,0,黄忠,22
行前，赵云与老将军约定：“以明日午时为期，如将军按时而还，云将按兵不动，若过午不还，云即引军接应。”,同僚,赵云,0,黄忠,30
黄忠率军到粮仓，杀散守军，正要放火烧粮，张郃兵到，曹操又令徐晃率一支人马赶来，将黄忠困在重围之中,对手,黄忠,0,张郃,56
赵云在营中看看午时已过，不见老将军回，即令副将张翼坚守营寨，自引三千人马前往接应,同僚,赵云,0,黄忠,42
他横冲直撞，如入无人之地，救出了黄忠，杀回本寨,同僚,赵云,0,黄忠,48
曹操见状大怒，亲自率军追赶,对手,曹操,0,赵云,11
赵云早已安排弓弩手于寨外壕中埋伏，云大开寨门，匹马单枪，立于寨外,君主,赵云,0,曹操,0
曹操追到蜀营，赵云巍然不动，曹操怕有埋伏，命军士退回，云把枪一招，壕中弓弩齐发，曹军败退，曹操弃了北山粮草，忙回南郑,对手,曹操,0,赵云,24
刘备闻报，称赞道：“子龙一身都是胆也！”从此号赵云为虎威将军,君主,刘备,0,赵云,34
建安二十四年（公元219年），刘备与曹操争夺汉中，孔明针对曹操多疑特点，采用疑兵之计,对手,刘备,17,曹操,22
当曹操率军刚到汉水，孔明即命赵云领兵五百，伏于曹营附近，乘夜擂鼓吹角，使曹兵惊慌,君主,诸葛亮,27,赵云,36
操疑劫寨，出营却不见一人，刚要回营休息，号炮又响，使曹兵彻夜不安,对手,曹操,0,诸葛亮,0
一连三夜，曹操心怯，拔寨后退三十里,对手,曹操,0,诸葛亮,0
孔明又请刘备率军亲渡汉水，背水结营，故意败退，操疑而不追，蜀军趁势掩杀，曹军大败，曹操退至阳平关,君主,诸葛亮,0,刘备,16
孔明再派张飞、魏延分兵两路去截曹兵粮道；命黄忠、赵云各领一军放火烧山,君主,诸葛亮,0,张飞,18
曹操惊惧，弃关而走，退兵斜谷,对手,曹操,0,诸葛亮,0
曹操怕人谋害，常告诫左右：“孤梦中好杀人，孤睡熟之后，尔等切勿靠近,君主,曹操,0,杨修,0
一日，操白日于帐中入睡，被子落于地，近侍慌忙拾起被子，为操覆盖，曹操跃起，拔剑斩之，复上床睡觉,君主,曹操,0,近侍,70
半晌后，操起床，假作吃惊，问道：“何人杀我近侍？”,君主,曹操,0,近侍,48
众人以实情报知，操很痛惜，命厚葬之,君主,曹操,0,近侍,33
左右皆以为操果有梦中杀人之事，只有行军主簿杨修知其意，临葬时修对徐晃言道：“魏王非在梦中，此公乃在梦中也！”,同僚,杨修,57,徐晃,75
曹操知后甚恨杨修,君主,曹操,0,杨修,11
曹军连战皆败，进军还是退兵，曹操正为此犹豫不决,对手,曹操,0,诸葛亮,0
厨师送来鸡汤，他随手捏起一块鸡肋咂吮，有感于怀，正沉吟间，夏侯惇进帐，请示夜间营中口令，操随口回答：“鸡肋,同族,曹操,63,夏侯惇,57
惇传令众官，都以“鸡肋”为夜间口令,同族,夏侯惇,0,曹操,0
杨修闻此，揣知曹操心欲退兵，便教随行军士收拾行装，准备归程,同僚,杨修,0,曹操,22
夏侯惇请教杨修：“鸡肋不知何意？”,同族,夏侯惇,0,杨修,22
杨修说：“鸡肋者，食之无肉，弃之有味,同僚,杨修,0,夏侯惇,0
魏王以此比喻汉中，进不能胜，退恐蜀人笑，在此久留无益，不如早归，来日魏王必定班师,君主,杨修,16,曹操,48
夏侯惇很钦佩杨修，亦收拾行装,同族,夏侯惇,0,杨修,18
当夜，曹操心乱，手提钢斧，出帐巡视，只见营中军士都在准备行装，大惊，急召夏侯惇问其故，惇答：“主簿杨修先知大王欲退兵之意,同族,曹操,0,夏侯惇,57
操大怒，他素来忌恨杨修，遂以扰乱军心为由，将杨修斩首,君主,曹操,0,杨修,43
曹操杀了杨修，强行进兵与刘备决战，果未出杨修所料，遭致惨败，自己又被黄忠射掉两颗门牙，险些丢了性命，他不得不放弃汉中，退守长安,对手,曹操,0,刘备,38
建安二十四年（公元219年）秋，刘备在诸葛亮和文臣武将的推尊之下，于沔阳登坛受贺，晋位汉中王,君主,刘备,33,诸葛亮,22
并立公子刘禅为王世子,父子,刘备,0,刘禅,14
封诸葛亮为军师，总理军国重事,君主,刘备,0,诸葛亮,18
封关羽、张飞、赵云、马超、黄忠为五虎大将,君主,刘备,0,关羽,18
曹操闻报大怒，意欲再次兴兵征讨,对手,曹操,0,刘备,11
司马懿献计派满宠持书去见孙权，陈说利害，使其起兵攻荆州，待刘备发西川之兵救援时，再进兵取汉中,对手,司马懿,0,诸葛亮,0
孙权采纳顾雍、诸葛瑾计策，一面知会曹操，首尾相击，一面派诸葛瑾去荆州说亲，亲事成便共议破曹，若关羽不肯，再助曹操取荆州,同僚,顾雍,11,诸葛瑾,14
关羽以虎女安肯嫁与犬子之名，将诸葛瑾轰出府门,君主,关羽,0,诸葛瑾,37
孙权大怒，要即日兴兵攻取荆州,对手,孙权,0,关羽,11
步骘识破曹操用心，献暗取荆州之策，权从之,同僚,步骘,0,孙权,44
孔明得知此事，派费诗送官诰与云长，令其先进兵攻取樊城，令敌军胆寒，攻势自然瓦解,君主,诸葛亮,0,关羽,35
谁知关羽知黄忠也在五虎上将之列，大为不悦，经费诗陈说道理，关羽方遵王命，刻日起兵,同僚,关羽,0,黄忠,19
关羽围住樊城，随军司马王甫进谏，应防东吴乘机进犯荆州,同僚,王甫,18,关羽,0
关羽早已虑及此事，即命其传令，自荆州至此，沿江上下，每隔二三十里便筑一烽火台，每个以五十兵士把守,君主,关羽,0,王甫,39
若吴兵渡江，夜则明火，昼则举烟为号，便可引兵击之,对手,关羽,0,孙权,0
王甫又一次提醒关羽提防傅士仁、糜芳二人变心，关羽不耐烦，王甫只好怏怏退出,同僚,王甫,0,关羽,30
关羽攻破襄阳、围住樊城的消息传至长安，曹操大惊，即命于禁、庞德统帅七军前往救援,对手,关羽,0,曹操,52
庞德与关羽大战一百余合，未分胜负,对手,庞德,0,关羽,14
于禁怕他占得头功，下令鸣金收兵,同僚,于禁,0,庞德,11
庞德不服，决定明日与关羽决一死战,对手,庞德,0,关羽,27
次日，关、庞再战，庞德使拖刀计，摘弓射中关羽右臂,对手,庞德,20,关羽,24
关平救起关羽，庞德正要追赶，于禁又下令收兵,父子,关羽,11,关平,6
关平紧闭营门，任凭庞德叫骂，坚守不出,父子,关羽,0,关平,0
庞德接连挑战十余日，不见动静，便欲率七军杀入寨中,对手,庞德,0,关羽,0
于禁不允，反而移兵依山下寨,同僚,于禁,0,庞德,0
箭伤初愈的关羽观其阵势大笑，令廖化等分头去上游堵住各处水口，待天降大雨，水势大涨之时，便乘高就船，放水淹七军,对手,关羽,0,于禁,78
七军被淹死者不计其数，于禁投降,对手,于禁,23,关羽,0
庞德、成何及部众二百余人侥幸存活，又被关羽围在残堤上，成何被关羽一箭射死,对手,庞德,0,关羽,68
庞德被周仓擒住，关羽好言劝降，庞德不从，被斩,同僚,周仓,11,关羽,27
关云长水淹七军，擒于禁、斩庞德，威名大震,对手,关羽,0,曹操,0
曹操惧其乘势进兵许都，遂生迁都之念，以避其锋,对手,曹操,0,关羽,18
司马懿不以为然，并献计再遣使去东吴，令孙权暗中偷袭关羽，事成之后割江南之地以封孙权,同僚,司马懿,0,曹操,24
曹从之，并派徐晃率精兵五万先到阳陵坡驻扎，待吴兵策应时，及时征进,同僚,曹操,0,徐晃,26
关羽箭伤日渐加剧，正当关平等焦急之时，华佗来到,父子,关羽,0,关平,20
华佗细看关羽伤处，发现箭毒已直透肌骨，需刮骨疗毒，便欲用标柱与铁环架起关羽的臂肘，以便施术,同僚,华佗,0,关羽,31
关羽大笑，只让关平备几杯酒，与马良对弈，便请华佗动手刮骨,父子,关羽,15,关平,24
华佗灵巧地运刀施术，发黑的血淅沥有声地滴入盆中，利刃刮骨的沙沙声，声声在耳，关羽依然谈笑自若，饮酒弈棋,同僚,华佗,0,关羽,76
帐内外将士们屏住声息，看着华佗和关羽，无不肃然起敬,同僚,华佗,39,关羽,44
华佗治疗完毕，如释重负，由衷赞叹关羽：“将军真乃天神也！”,同僚,华佗,0,关羽,40
曹操与孙权暗中联合，商定从水旱两路夹攻荆州,对手,曹操,0,关羽,40
旱路由徐晃率五万大军南下，水路由吕蒙筹划进兵,同僚,徐晃,16,曹操,0
当吕蒙得知关羽早已在沿江上下布设了烽火台，以防吴军偷袭时，大为惊讶，突然抱病在家，不能处理军务,对手,吕蒙,0,关羽,19
孙权闻此甚为焦急,对手,孙权,0,关羽,0
陆逊看出吕蒙心思，在探病之时，与其共同定下偷袭荆州之计,同僚,陆逊,0,吕蒙,15
徐晃奉曹操之命挥师南进，攻击关羽以救樊城,对手,徐晃,22,关羽,35
关平、廖化北上迎敌，却连丢十二营寨，只得逃回复命,父子,关羽,0,关平,0
又听人说荆州已被吕蒙暗出奇兵夺去，众人大惊,对手,吕蒙,33,关羽,0
关羽仍主观认为这是敌人造谣乱军，不以为意,对手,关羽,0,吕蒙,0
徐晃率军杀来，关羽披挂上马，樊城外一场激战,对手,徐晃,0,关羽,15
曹仁用满宠之计，率军出城夹击关羽，蜀军两面受敌，首尾难顾，阵容大乱，士兵纷纷夺路奔逃，关羽只好率众将急渡襄江，但已是人困马乏了,对手,曹仁,0,关羽,31
就在他准备暂到襄阳整顿兵马，再来决战之时，探马飞报荆州已失的消息，众人大惊,对手,关羽,0,吕蒙,0
关羽此时方沉然无语，懊恨交加，右臂伤口一阵剧痛，沉吟半晌才说：“且回公安，再作计议！”,对手,关羽,0,吕蒙,0
行至三岔路口，赵累迎上，报知公安守将傅士仁已献出城池，投降东吴，南郡糜芳也降了东吴的消息，关羽怒气上冲，大叫一声昏厥马下,同僚,赵累,0,关羽,11
关羽醒后采纳赵累意见，一面派马良去成都求救，一面从旱路去取荆州，并致书吕蒙，责其背信弃义,对手,关羽,79,吕蒙,84
吕蒙有意让信使见到荆州兵家属，带回家书，以瓦解关羽部众斗志，果然收效,对手,吕蒙,0,关羽,58
关羽率余部将士向荆州进发，一路上又连遭吴军阻击，关羽部众陷入重围，后经关平、廖化救出，只好转道麦城暂屯一时，以待川中救兵,父子,关羽,0,关平,86
吴军四路人马将麦城围住，关羽命廖化前往上庸求救,对手,关羽,35,吕蒙,0
